VarName1,Kingdom,Phylum,Class,Order,Family,Genus,Species
43492,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43493,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43494,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43495,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
43496,Bacteria,Firmicutes,Negativicutes,<undefined>,<undefined>,<undefined>,
43498,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,
43499,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
435,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Acetitomaculum,
43500,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,
43501,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
43502,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,<undefined>,
43503,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43504,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43505,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43506,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43507,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43508,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43509,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
4351,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
43510,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,p-1088-a5_gut_group,
43511,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43512,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,
43514,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,
43515,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43516,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43517,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43518,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43519,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,uncultured,uncultured_ge,
4352,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,
43520,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43521,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43522,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,uncultured,
43525,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,U29-B03,
43527,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,
43528,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43529,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43530,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,
43531,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43532,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,FD2005,
43534,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43535,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43536,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43537,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,<undefined>,
43538,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43539,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
4354,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ge,
43540,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,
43541,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_ge,
43542,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43544,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43545,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43546,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43547,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43548,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43549,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43550,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
43551,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43553,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43554,Bacteria,Proteobacteria,<undefined>,<undefined>,<undefined>,<undefined>,
43555,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43556,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,<undefined>,<undefined>,
43557,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43558,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43559,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
4356,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43560,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43561,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43564,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
43565,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43566,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43567,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43568,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43570,Bacteria,Proteobacteria,Alphaproteobacteria,<undefined>,<undefined>,<undefined>,
43571,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,
43573,Bacteria,Verrucomicrobiota,Lentisphaeria,<undefined>,<undefined>,<undefined>,
43574,Bacteria,Proteobacteria,<undefined>,<undefined>,<undefined>,<undefined>,
43575,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43576,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43577,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43579,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
4358,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43580,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,<undefined>,
43581,Bacteria,Actinobacteriota,Actinobacteria,Glycomycetales,Glycomycetaceae,<undefined>,
43582,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,
43583,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,<undefined>,
43584,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,
43586,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43588,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,p-1088-a5_gut_group,
43589,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,<undefined>,
43591,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43592,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,<undefined>,
43593,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,
43596,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43597,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43598,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43599,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43600,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43601,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43602,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,
43603,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,
43604,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43607,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,
43608,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43609,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43610,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Fretibacterium,
43612,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43614,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43615,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43616,Bacteria,Firmicutes,Clostridia,Lachnospirales,<undefined>,<undefined>,
43617,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43618,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43619,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43620,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43621,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
43622,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Neoasaia,
43624,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43625,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,uncultured,
43626,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43627,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
43628,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,<undefined>,<undefined>,
43629,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43630,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
43632,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43633,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-003,
43634,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43636,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43637,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,<undefined>,
43638,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonellaceae_ge,
4364,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
43640,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43641,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,uncultured,
43642,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43643,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,
43644,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43645,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43646,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,<undefined>,
43648,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,
43649,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
43650,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,<undefined>,
43651,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
43652,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43654,Bacteria,Firmicutes,Clostridia,Clostridia_or,Hungateiclostridiaceae,<undefined>,
43655,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
43656,Bacteria,Firmicutes,Bacilli,<undefined>,<undefined>,<undefined>,
43657,Bacteria,Firmicutes,Bacilli,<undefined>,<undefined>,<undefined>,
43658,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43659,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,<undefined>,
43660,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43661,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganellaceae_ge,
43663,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
43664,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43665,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43666,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43667,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43668,Bacteria,Verrucomicrobiota,Verrucomicrobiae,LD1-PB3,LD1-PB3_fa,LD1-PB3_ge,
43669,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,<undefined>,
43670,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,
43672,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,
43673,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43674,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43675,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43677,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,
43678,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ND3007_group,
43679,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43680,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43681,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43682,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,
43683,Bacteria,Firmicutes,Bacilli,Izemoplasmatales,Izemoplasmataceae,<undefined>,
43684,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43686,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43687,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43688,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43689,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_YAB2003_group,
4369,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,proteoclasticus
43690,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43691,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45_ge,
43692,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,inulinus
43693,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
43695,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43696,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43697,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43698,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43699,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
4370,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
43701,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43702,Bacteria,Firmicutes,Bacilli,<undefined>,<undefined>,<undefined>,
43703,Bacteria,Proteobacteria,Alphaproteobacteria,<undefined>,<undefined>,<undefined>,
43704,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43705,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43706,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43707,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43708,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43709,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
4371,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
43711,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43712,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Tepidiphilus,margaritifer
43713,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,<undefined>,
43714,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43715,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43716,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43718,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,
43719,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
43720,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43722,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43723,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43724,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,
43725,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43726,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
43727,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,
43729,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,uncultured,
4373,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales_fa,Gastranaerophilales_ge,
43730,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43731,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,<undefined>,
43732,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
43733,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,uncultured,
43734,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,
43735,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,<undefined>,
43736,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43737,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43738,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,
43739,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonellaceae_ge,
4374,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,
43740,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43741,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,
43742,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43743,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,<undefined>,
43744,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43745,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43746,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43748,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43749,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,
43751,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
43752,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43753,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43754,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,<undefined>,
43755,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43756,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonellaceae_ge,
43757,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Flexilinea,
43758,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43759,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43760,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43761,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,<undefined>,
43762,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43763,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43764,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,<undefined>,<undefined>,
43765,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43766,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudohoeflea,
43767,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43768,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43770,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43771,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43772,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43773,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43774,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,
43776,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
43777,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010_ge,
43778,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43779,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43782,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43783,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
43784,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43785,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,
43786,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,
43787,Bacteria,Firmicutes,Bacilli,<undefined>,<undefined>,<undefined>,
43788,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured_ge,
43789,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
43790,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,horsej-a03,
43791,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43792,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43794,Bacteria,Firmicutes,Bacilli,<undefined>,<undefined>,<undefined>,
43795,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43797,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43798,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,
43799,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,
43800,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,
43801,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43804,Bacteria,Firmicutes,Bacilli,<undefined>,<undefined>,<undefined>,
43805,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,<undefined>,
43806,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
43808,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43809,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
4381,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43810,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43811,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43812,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
43813,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43814,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,oculi
43816,Bacteria,Firmicutes,Bacilli,Lactobacillales,<undefined>,<undefined>,
43817,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<undefined>,
43818,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43820,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
43822,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43823,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43824,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
43825,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<undefined>,
43827,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
43828,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,
43829,Bacteria,Actinobacteriota,Actinobacteria,<undefined>,<undefined>,<undefined>,
43830,Bacteria,Firmicutes,Bacilli,<undefined>,<undefined>,<undefined>,
43831,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,<undefined>,
43832,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
43833,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
